executed_at,engine,user_id,trials,use_critiques,accepted_count,acceptance_rate,mean_U_AA,std_U_AA,mean_U_PA,std_U_PA,mean_predicted_load,std_predicted_load,mean_steps,state_unchanged,L_current,mean_agreement_tempo,mean_agreement_complexity,mean_agreement_stimulus,mean_agreement_text,mean_agreement_guidance,mean_agreement_break_policy
2026-07-22T16:19:34,negmas,PA01,100,False,100,1.0,0.31499999999999984,0.11247221879202003,0.3766666666666667,0.0432691832858239,0.363,0.022494443758404002,24.7,True,0.25,0.6175,0.585,0.555,0.53,0.4375,0.11
2026-07-22T16:20:32,negmas,PA02,100,False,100,1.0,0.85,0.10752906583803287,0.8433333333333334,0.04898979485566353,0.49,0.03553167600887974,12.43,True,0.25,0.8125,0.865,0.845,0.8275,0.13,0.16
2026-07-22T16:22:10,negmas,PA03,100,False,100,1.0,0.50125,0.15461140805257548,0.5958333333333333,0.06548430685625714,0.40025,0.030922281610515096,20.46,True,0.25,0.8875,0.5425,0.5975,0.525,0.315,0.1175
2026-07-22T16:23:47,negmas,PA04,100,False,100,1.0,0.48375,0.13068927844318373,0.5941666666666667,0.06708721520859577,0.39675000000000005,0.02613785568863675,20.48,True,0.25,0.6175,0.865,0.5375,0.5575,0.315,0.1475
2026-07-22T16:25:25,negmas,PA05,100,False,100,1.0,0.4925,0.13325257971236432,0.5975,0.0610157083599516,0.3995,0.03020347662107792,20.21,True,0.25,0.5575,0.5525,0.8825,0.52,0.2675,0.125
2026-07-22T16:27:03,negmas,PA06,100,False,100,1.0,0.4875,0.1566245510767709,0.5966666666666667,0.07092640943651071,0.3975,0.031324910215354176,20.52,True,0.25,0.5225,0.56,0.5275,0.8725,0.2675,0.12
